Author	Consortium	PMID	Date	Trait	EFO	Analysis	Source	Outcome	Exposure	Covariates	Outcome_Unit	Exposure_Unit	Array	Tissue	Further_Details	N	N_Studies	Categories	Age	N_Males	N_Females	N_EUR	N_EAS	N_SAS	N_AFR	N_AMR	N_OTH	CpG	Location	Chr	Pos	Gene	Type	Beta	SE	P	Details
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg23583141	chr6:16130102	6	16130102	MYLIP	South shore	0.00643	0.0011	4.83e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg25416270	chr6:17505703	6	17505703	CAP2	Open sea	-0.01763	0.003	5.03e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg26080798	chr6:20402092	6	20402092	E2F3	Island	0.01148	0.002	5.48e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg09820084	chr6:18387507	6	18387507	RNF144B	Island	-0.01246	0.0021	5.82e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg01769037	chr6:15246613	6	15246613	JARID2	South shore	0.01633	0.0028	5.85e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg05617744	chr6:20401944	6	20401944	E2F3	North shore	0.0135	0.0023	6.83e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg13884546	chr6:24403062	6	24403062	MRS2	North shore	0.0066	0.0011	6.98e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg09447457	chr6:24721528	6	24721528	-	Island	0.00526	9e-04	7.69e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg11739612	chr6:24409522	6	24409522	MRS2	Open sea	-0.01701	0.0029	8.03e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg00452622	chr6:15660584	6	15660584	DTNBP1	North shore	-0.01896	0.0033	9.12e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg20070618	chr6:17934070	6	17934070	KIF13A	Open sea	-0.02107	0.0037	1.01e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg13699887	chr6:16320488	6	16320488	ATXN1	Open sea	0.01946	0.0034	1.04e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg08224852	chr6:16326789	6	16326789	ATXN1	North shore	-0.0096	0.0017	1.18e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg23792258	chr6:17988404	6	17988404	KIF13A	Island	0.01237	0.0022	1.2e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg26393261	chr6:16467598	6	16467598	ATXN1	Open sea	-0.01908	0.0033	1.22e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg14542802	chr6:15663170	6	15663170	DTNBP1	Island	0.00523	9e-04	1.25e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg18061140	chr6:15691258	6	15691258	-	Open sea	-0.01781	0.0032	1.65e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg14499797	chr6:21594038	6	21594038	SOX4	North shore	0.00791	0.0014	1.75e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg14110685	chr6:17306147	6	17306147	-	Open sea	-0.01637	0.0029	1.8e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg09770389	chr6:15038358	6	15038358	-	Open sea	0.01769	0.0031	1.82e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg10286983	chr6:24494717	6	24494717	ALDH5A1	Island	0.00867	0.0015	1.91e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg25419523	chr6:24877624	6	24877624	FAM65B	Open sea	-0.01502	0.0027	2.05e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg22621731	chr6:20404881	6	20404881	E2F3	South shore	0.00658	0.0012	2.26e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg09784070	chr6:17598072	6	17598072	-	North shelf	-0.02919	0.0052	2.44e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg02061170	chr6:20398204	6	20398204	-	North shelf	-0.01957	0.0035	2.58e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg19566879	chr6:16334128	6	16334128	ATXN1	Open sea	-0.01572	0.0028	2.61e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg06752695	chr6:24583723	6	24583723	KIAA0319	Open sea	0.017	0.0031	3.2e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg14388804	chr6:15521099	6	15521099	JARID2	South shelf	-0.0121	0.0022	3.25e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg07372659	chr6:20866952	6	20866952	CDKAL1	Open sea	-0.02432	0.0044	3.27e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg04975376	chr6:16762578	6	16762578	ATXN1	Island	0.00829	0.0015	3.35e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg04162225	chr6:16239131	6	16239131	GMPR	Island	0.00705	0.0013	3.65e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg23596673	chr6:24491098	6	24491098	GPLD1	North shelf	-0.01927	0.0035	3.71e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg05558330	chr6:17919174	6	17919174	KIF13A	Open sea	-0.00998	0.0018	4.26e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg26783297	chr6:24406649	6	24406649	MRS2	South shelf	-0.03181	0.0058	4.3e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg08495374	chr6:21922535	6	21922535	FLJ22536	Open sea	-0.01379	0.0025	4.34e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg20426364	chr6:22035909	6	22035909	FLJ22536	Open sea	-0.02292	0.0042	4.46e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg25326509	chr6:20024447	6	20024447	-	Open sea	0.01767	0.0032	4.54e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg22168321	chr6:17987573	6	17987573	KIF13A	Island	0.00873	0.0016	4.83e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg06512858	chr6:21596796	6	21596796	SOX4	Island	0.00698	0.0013	5.76e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg13232011	chr6:24856450	6	24856450	FAM65B	Open sea	0.00616	0.0011	6.12e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg04658856	chr6:16242468	6	16242468	GMPR	South shelf	-0.01537	0.0028	6.58e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg21996137	chr6:16761906	6	16761906	ATXN1	Island	0.0048	9e-04	7.74e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg17239478	chr6:23955726	6	23955726	-	Open sea	-0.02265	0.0042	7.76e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg07564108	chr6:20534685	6	20534685	CDKAL1	Open sea	0.01947	0.0036	8.15e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg15046123	chr6:15421581	6	15421581	JARID2	Open sea	0.02259	0.0042	8.55e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg11725039	chr6:21661540	6	21661540	-	North shelf	-0.01747	0.0033	8.87e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg24950003	chr6:20566024	6	20566024	CDKAL1	Open sea	-0.02247	0.0042	8.92e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg08181751	chr6:24646551	6	24646551	KIAA0319	Island	0.00521	0.001	9.06e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg10807105	chr6:17032522	6	17032522	-	Open sea	-0.01118	0.0021	9.9e-08	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg09439765	chr6:20014307	6	20014307	-	Open sea	-0.01239	0.0023	1.08e-07	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg13995516	chr6:21598595	6	21598595	SOX4	South shore	0.01489	0.0028	1.1e-07	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg15943139	chr6:22061708	6	22061708	FLJ22536	Open sea	-0.03166	0.006	1.1e-07	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg10944833	chr6:17702460	6	17702460	NUP153	North shelf	0.01091	0.0021	1.22e-07	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg04475157	chr6:18521612	6	18521612	-	Open sea	-0.02528	0.0048	1.23e-07	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg24249751	chr6:21593719	6	21593719	SOX4	North shore	0.01216	0.0023	1.3e-07	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg03078685	chr6:17292745	6	17292745	RBM24	Open sea	-0.01773	0.0034	1.35e-07	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg10588720	chr6:23397853	6	23397853	-	Open sea	-0.02516	0.0048	1.35e-07	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg16211469	chr6:24423932	6	24423932	MRS2	Open sea	-0.0275	0.0052	1.37e-07	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg15250468	chr6:20401218	6	20401218	E2F3	North shore	0.00642	0.0012	1.48e-07	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg12085600	chr6:20772028	6	20772028	CDKAL1	Open sea	-0.01423	0.0027	1.49e-07	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg06375068	chr6:15849678	6	15849678	-	Open sea	-0.01576	0.003	1.51e-07	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg10154826	chr6:17600994	6	17600994	FAM8A1	Island	0.04731	0.009	1.51e-07	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg13405222	chr6:20811065	6	20811065	CDKAL1	Open sea	-0.01522	0.0029	1.51e-07	-
